id,submitted_at,age_group,gender,occupation,region,drives_weekly,drinking_freq,fav_alcohols_arr,nonalc_freq,health_reasons_arr,purchase_intent,price_band,satisfaction_int,free_comment,positive_point,negative_feedback,scene,positive_point_category,positive_point_confidence,negative_feedback_category,negative_feedback_confidence
345,2025-07-06 14:42:38,60plus,male,student,kanto,False,weekly,['shochu'],first_time,['low_carb' 'low_cal'],unsure,250_299,5,仕事の合間に楽しむのにぴったりな味わい深さで、とても満足しました！焼酎好きの私でもこのクラフトビールの風味に感動しました。もう少し苦みが強くても良いかなと思いましたが、この価格帯でこの品質は素晴らしいですね。,味わい深く風味に感動,苦味の強化を希望,仕事の合間,Flavor,1.0,Flavor,0.99
346,2025-07-06 15:10:30,40s,male,company_employee,kyushu_okinawa,False,weekly,['highball' 'beer' 'chuhai'],first_time,['low_cal' 'fitness'],maybe,300_349,3,九州で週に一度ほどビールやハイボールを楽しむ40代男性として、今回のクラフトビールの味わいは満足できるものでしたが、価格がもう少し手頃だったら夕食時に定期的に楽しめるのにと感じました。フィットネスや低カロリーを意識している身としては、このノンアルコール商品の味は良かったものの、300円台前半が適正価格だと思いますので、値下げされれば購入を検討したいです。,味が良い,価格が手頃であれば購入意欲が高まります,夕食,Flavor,0.99,PriceValue,1.0
347,2025-07-06 15:25:27,50s,male,student,kinki,False,weekly,['wine' 'beer'],first_time,['low_cal' 'fitness'],no,under199,4,お風呂上がりにぴったりの爽やかな味わいで、ワイン好きの自分でも満足できる風味でした。この価格帯なら気軽に楽しめますね。,爽やかな味わい,,お風呂上がり,Flavor,0.99,None,0
348,2025-07-07 05:43:39,30s,male,company_employee,kanto,False,weekly,['chuhai'],weekly,['doctor_advice' 'low_sugar'],def_buy,300_349,4,糖質控えめなのがいいね！もう少し炭酸強めだとパーティーで盛り上がりそう。,糖質控えめ,炭酸の強さを増やすことが望ましい,パーティー,CaloriesCarbs,0.99,MouthfeelCarbonation,0.99
349,2025-07-07 01:54:40,20s,male,company_employee,kanto,True,daily,['beer' 'wine' 'chuhai'],weekly,['none'],def_buy,200_249,4,香りが特に良くて食事と一緒に楽しめそう、もう少しお手頃な価格だとうれしいけど購入したいです。,香りが特に良い,価格をもう少し手頃に設定してほしい,食事,Aroma,1.0,PriceValue,0.99
350,2025-07-06 15:11:12,30s,male,homemaker,kanto,False,daily,['chuhai' 'highball' 'sake'],first_time,['none'],def_buy,300_349,5,今回のノンアルクラフトビールは味わいが素晴らしく、夕食と一緒に楽しむのに最高でした！普段は酎ハイやハイボール派ですが、これなら毎日の晩酌にも罪悪感なく取り入れられそう。炭酸がもう少し強ければ完璧だったかも。この味で300円台なら絶対リピートします！,味わいが素晴らしい,炭酸の強さをもう少し増やすと完璧です,夕食,Flavor,0.99,MouthfeelCarbonation,1.0
351,2025-07-07 06:10:23,60plus,female,self_employed,kanto,False,monthly,['highball' 'sake'],sometimes,['low_sugar'],unsure,under199,1,炭酸が弱すぎて物足りなく、とても満足できる味ではありませんでした。糖質制限中なので低カロリーなのは良いのですが、仕事の合間に飲むならもう少し刺激が欲しいです。この価格帯でこの品質は正直期待外れでした。,低カロリー,炭酸の弱さにより味に満足できない,仕事中,CaloriesCarbs,1.0,MouthfeelCarbonation,0.99
352,2025-07-07 16:11:47,40s,female,company_employee,kanto,False,never,['sake' 'wine'],first_time,['low_carb' 'liver_care'],no,250_299,4,普段お酒を飲まない私でも、このノンアルコールクラフトビールは味わい深くて楽しめました。スポーツ後の一杯としてちょうど良いと思いますが、もう少し炭酸が強めだとより爽快感が増すかもしれません。,味わい深い,炭酸の強さを増やすことで爽快感が向上する可能性があります,スポーツ後,Flavor,1.0,MouthfeelCarbonation,0.99
353,2025-07-07 17:58:37,30s,female,company_employee,kyushu_okinawa,True,monthly,['none' 'cocktail'],sometimes,['low_sugar' 'low_cal'],def_buy,under199,4,香りがとっても良くて、仕事の合間にほっと一息つけそう！もう少しお手頃価格だったら最高なんだけどなぁ。,香りがとても良い,価格がもう少し手頃であれば更に良い,仕事中,Aroma,1.0,PriceValue,0.99
354,2025-07-07 06:14:08,50s,female,self_employed,kinki,False,monthly,['highball'],sometimes,['low_cal' 'low_sugar'],no,300_349,3,運動後に飲むには軽くて良いけど、もう少し炭酸が強いと爽快感アップするかも。,軽くて良い,炭酸が弱く、強化が必要,運動後,DrinkabilityAftertaste,0.95,MouthfeelCarbonation,0.99
355,2025-07-06 14:32:33,30s,female,company_employee,kanto,True,daily,['wine' 'beer' 'cocktail'],first_time,['fitness'],maybe,300_349,2,炭酸が弱くて物足りなかったな、もう少し強めの刺激があれば運転後の一杯として楽しめそう。,運転後の一杯として楽しめる,炭酸の強さが不足しており満足感に欠ける,運転後,SocialAcceptability,0.95,MouthfeelCarbonation,0.99
356,2025-07-07 17:40:21,20s,male,company_employee,kanto,True,monthly,['chuhai' 'beer' 'wine'],sometimes,['none'],maybe,350plus,4,味わいが素晴らしく、夕食と一緒に楽しむのに最適なクラフトビールでした。炭酸がもう少し強ければさらに良かったかもしれませんが、全体的には満足できる品質で、また機会があれば購入したいと思います。,味わいが素晴らしい,炭酸の強さを向上させることが望ましい,夕食,Flavor,0.99,MouthfeelCarbonation,0.99
357,2025-07-07 05:24:13,40s,female,company_employee,chugoku_shikoku,False,weekly,['beer' 'shochu' 'chuhai'],sometimes,['none'],def_buy,200_249,4,クラフトビールの味わいが素晴らしく、BBQの際に楽しみたいと思いました。炭酸がもう少し強ければさらに良かったかもしれませんが、この価格帯でこの品質は十分満足できます。また購入したいと思います。,味わいが素晴らしい,炭酸の強さを強化することが望ましい,BBQ,Flavor,0.99,MouthfeelCarbonation,0.99
358,2025-07-07 01:17:38,30s,male,company_employee,kanto,False,monthly,['beer' 'cocktail' 'none'],weekly,['none'],maybe,300_349,5,今回のクラフトビールは香りが素晴らしく、仕事帰りの夕方にゆっくりと楽しみたい一品だと感じました。アロマの豊かさと複雑さが特に印象的で、普段あまりお酒を飲まない私でも思わず引き込まれる魅力があり、もう少しリーズナブルな価格設定になれば定期的に購入したいと思えるほど満足度の高い体験でした。,香りとアロマの豊かさが印象的,価格を手頃にすべき,夕方,Aroma,1.0,PriceValue,1.0
359,2025-07-07 08:48:10,60plus,female,company_employee,kanto,True,never,['highball' 'beer'],weekly,['doctor_advice' 'low_cal'],maybe,300_349,4,香りが素晴らしくて夕方のリラックスタイムにぴったりだけど、もう少し苦みが控えめだと嬉しいかな。,香りが素晴らしい,苦味を抑えてほしい,リラックスタイム,Aroma,0.99,Flavor,1.0
360,2025-07-07 14:29:43,20s,female,company_employee,kanto,False,weekly,['beer' 'wine' 'shochu'],first_time,['low_sugar' 'low_cal'],no,200_249,4,香りが良くて楽しめたけど、もう少し炭酸強めだとBBQに合いそう。,香りが良い,炭酸強度の向上が望まれる,BBQ,Aroma,0.99,MouthfeelCarbonation,0.99
361,2025-07-07 14:30:20,u19,male,company_employee,kanto,False,daily,['cocktail' 'beer' 'chuhai'],sometimes,['none'],def_buy,under199,4,夕食時に飲むのにぴったりな後味で満足感あるけど、もう少し炭酸が強いとさらに良いかも。この価格なら迷わず買います。,後味が満足感ある,炭酸の強さを増すことが望ましい,夕食,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,1.0
362,2025-07-07 07:16:54,30s,female,company_employee,kinki,False,monthly,['highball'],weekly,['none'],unsure,250_299,2,味は良かったのですが、価格が高すぎると感じました。夕食と一緒に楽しむには、もう少しリーズナブルな価格設定にしてもらえると嬉しいです。300円を切る価格帯なら検討したいと思います。,味が良い,価格が高すぎるためよりリーズナブルな設定が必要,夕食,Flavor,0.99,PriceValue,1.0
363,2025-07-07 17:15:51,20s,male,student,overseas,False,daily,['chuhai'],first_time,['liver_care' 'low_cal'],def_buy,300_349,5,今回のノンアルクラフトビールは味わいが素晴らしく、夕方のリラックスタイムにぴったりでした！肝臓ケアや低カロリーを意識している私にとって理想的な一品です。炭酸がもう少し強ければ完璧だと思いますが、このクオリティで300円台なら絶対にリピート購入します。,味わいが素晴らしい,炭酸の強さを向上させてほしい,夕方,Flavor,1.0,MouthfeelCarbonation,0.99
364,2025-07-06 17:59:17,50s,female,company_employee,chubu,False,daily,['sake' 'wine'],sometimes,['low_sugar'],maybe,300_349,5,夕方のリラックスタイムにこのクラフトビールを楽しみました。香りが本当に素晴らしく、一日の疲れを忘れさせてくれる贅沢なひとときでした。個人的には少し苦味が強ければもっと好みに近づくかなと思いますが、それでも300円台の価格帯を考えると十分満足できる味わいです。,香りが素晴らしい,苦味が強い点の調整が望まれる,夕方,Aroma,0.99,Flavor,0.99
365,2025-07-06 11:04:50,20s,male,company_employee,kanto,True,daily,['beer'],weekly,['low_carb'],maybe,200_249,4,お風呂上がりにぴったりの爽やかな味わいで、糖質制限中でも罪悪感なく楽しめるのが嬉しいポイント！,糖質制限中でも罪悪感なく楽しめる,,お風呂上がり,CaloriesCarbs,0.97,,
366,2025-07-06 23:27:29,40s,female,other,kyushu_okinawa,False,never,['beer' 'wine' 'shochu'],weekly,['none'],maybe,200_249,4,お風呂上がりに飲みたい、香りと味わいのバランスが良かった。もう少しお手頃価格だと嬉しいな。,香りと味わいのバランスが良い,価格をもう少し手頃にしてほしい,お風呂上がり,Flavor,0.9,PriceValue,0.99
367,2025-07-07 14:44:52,20s,male,company_employee,chubu,False,daily,['shochu' 'beer' 'wine'],sometimes,['low_carb'],maybe,200_249,4,糖質制限中でも罪悪感なく楽しめる低カロリーな味わいで、夕方のリラックスタイムにぴったりだけど、もう少しお手頃価格だったら定期購入も検討したいな。,低カロリーで罪悪感なく楽しめる,価格をもう少し抑えていただければ定期購入を検討いたします,夕方,CaloriesCarbs,0.99,PriceValue,0.99
368,2025-07-07 11:17:10,30s,female,student,kanto,False,weekly,['beer' 'highball' 'wine'],weekly,['none'],def_buy,250_299,5,カロリー控えめなのに味わい深くて大満足！お風呂上がりにぴったりの爽快感があって、これは週1で楽しみたいクラフトビールです。もう少しお手頃価格だったら毎日でも飲みたいくらい気に入りました！,カロリー控えめで味わい深い,価格をもう少し抑えてほしい,お風呂上がり,Flavor,0.9,PriceValue,0.99
369,2025-07-07 04:53:22,30s,female,student,kanto,True,weekly,['wine' 'chuhai'],sometimes,['none'],maybe,250_299,4,お風呂上がりにリラックスして飲むのに良い味わいでした。ワインやチューハイが好きな私でも楽しめる風味で満足です。もう少し苦みが控えめだとさらに嬉しいかもしれません。この価格帯なら時々購入を検討したいと思います。,味わいが良く満足,苦味を抑えていただけると更に好ましい,お風呂上がり,Flavor,1.0,Flavor,0.99
370,2025-07-06 12:50:44,40s,female,company_employee,kanto,True,daily,['chuhai'],first_time,['low_sugar' 'low_cal'],unsure,300_349,5,仕事の合間にリフレッシュできる低カロリーなノンアルコールビールに感動しました！カロリーを気にしながらも、本格的なクラフトビールの風味が楽しめるのは素晴らしいですね。価格がもう少しリーズナブルになれば、毎日の習慣にも取り入れやすくなるかなと思います。,本格的なクラフトビールの風味が楽しめる,価格をよりリーズナブルにすれば日常的な利用が促進される,仕事の合間,Flavor,0.99,PriceValue,0.99
371,2025-07-07 00:42:08,60plus,female,company_employee,kinki,True,monthly,['sake'],weekly,['low_cal'],maybe,300_349,4,運動後に飲むのにちょうどいい、カロリー控えめなのがええわ〜。もう少しお値段が安かったらもっと嬉しいけどね。,カロリー控えめ,価格を更に低くして欲しい,運動後,CaloriesCarbs,1.0,PriceValue,0.99
372,2025-07-07 11:24:40,30s,male,company_employee,chugoku_shikoku,False,daily,['shochu' 'beer'],weekly,['low_sugar' 'low_cal'],unsure,300_349,3,後味はいいけど、もう少し価格が安ければ風呂上がりに日常的に楽しめるのに。,後味が良い,価格が高く、手頃な価格設定が望まれる,風呂上がり,DrinkabilityAftertaste,1.0,PriceValue,0.99
373,2025-07-06 15:35:44,60plus,no_answer,homemaker,kanto,False,never,['none' 'beer'],sometimes,['low_cal'],def_buy,250_299,5,夕食時に楽しめるノンアルビールがこんなに美味しくて、この価格はかなりお得！もう少し安くなれば毎日でも飲みたいくらい素晴らしい味わいです！,美味しくて価格が非常にお得,価格をさらに下げてほしい,夕食,PriceValue,0.9,PriceValue,1.0
374,2025-07-07 11:05:11,40s,male,other,kanto,True,weekly,['chuhai' 'beer'],first_time,['low_sugar'],def_buy,250_299,3,味わいは確かに良く、夕方のリラックスタイムに楽しめそうなノンアルコールビールでした。糖質控えめなのも嬉しいポイントですが、250〜299円の価格帯で考えると、もう少し何かこだわりが欲しいと感じました。,味わいが良く糖質控えめ,価格に対して付加価値が不足している,夕方,Flavor,0.9,PriceValue,1.0
375,2025-07-07 18:53:55,50s,male,company_employee,kanto,False,monthly,['chuhai' 'beer' 'wine'],sometimes,['low_carb'],unsure,300_349,5,香りの豊かさに感動しました！夕方のリラックスタイムにぴったりの贅沢な一杯で、低糖質なのも嬉しいポイントです。炭酸がもう少し強ければ完璧だったかもしれませんが、それを差し引いても素晴らしい体験でした。,香りが豊か,炭酸の強さを向上させる必要があります,リラックスタイム,Aroma,1.0,MouthfeelCarbonation,0.99
376,2025-07-07 02:45:19,30s,male,student,kanto,False,never,['cocktail' 'wine' 'sake'],sometimes,['fitness'],maybe,under199,4,普段はお酒を飲まない私ですが、今回のクラフトビールの試飲会では味わいの豊かさに驚きました。パーティーなどの場で周りの人と楽しむのに最適で、200円未満という価格も魅力的だと感じます。フィットネスを意識している身としてはノンアルコールの選択肢があるのも嬉しいポイントでした。,味わいが豊か,,パーティー,Flavor,0.99,,
377,2025-07-06 11:35:23,20s,female,student,kanto,False,weekly,['cocktail' 'shochu' 'sake'],weekly,['fitness'],def_buy,200_249,5,香りが本当に素晴らしくて、夕方リラックスタイムにぴったり！フィットネス意識してるけど週末の楽しみにしたい一品、もう少しお手頃価格だったら毎週買っちゃうな♪,香りが本当に素晴らしい,価格が高く、手頃な価格設定が望まれる,夕方,Aroma,0.99,PriceValue,0.99
378,2025-07-06 10:58:21,20s,female,company_employee,kinki,False,monthly,['beer' 'highball'],weekly,['none'],no,200_249,4,味は良かったけど、もう少し炭酸が強いと昼休みに飲むのにちょうどいいかも。,味が良い,炭酸の強さを増すことが望ましい,昼休み,Flavor,0.99,MouthfeelCarbonation,1.0
379,2025-07-06 15:06:23,30s,male,other,kanto,False,weekly,['highball'],first_time,['none'],maybe,300_349,3,後味が良くて食事と合わせやすいけど、もう少し苦みがあると個人的には嬉しいかな、週末の晩酌に300円台なら検討してもいい。,後味が良くて食事と合わせやすい,苦味をもう少し加えることが望ましい,晩酌,DrinkabilityAftertaste,1.0,Flavor,0.99
380,2025-07-07 02:05:41,40s,female,student,kinki,False,monthly,['cocktail' 'wine'],weekly,['none'],def_buy,under199,4,夕食時に楽しめるクラフトビールで、味わいが特に気に入りました。カクテルやワイン好きの私でも満足できる風味でした。炭酸がもう少し控えめだと個人的には嬉しいですが、この価格帯でこの品質は間違いなく購入したいと思います。,味わいが満足できる,炭酸の強さを抑えてほしい,夕食,Flavor,1.0,MouthfeelCarbonation,0.99
381,2025-07-06 10:31:48,30s,male,company_employee,chubu,True,monthly,['beer' 'highball' 'chuhai'],weekly,['none'],def_buy,200_249,4,香りが素晴らしく、夕方のリラックスタイムにぴったりのクラフトビールでした。もう少し苦味が強ければさらに好みに近づくと思いますが、200円台の価格帯であれば迷わず購入したいと思います。,香りが素晴らしい,苦味の強化を要望します,夕方,Aroma,1.0,Flavor,0.99
382,2025-07-06 10:32:45,30s,male,company_employee,kanto,False,daily,['chuhai' 'beer' 'shochu'],weekly,['fitness' 'low_carb'],def_buy,under199,4,お風呂上がりにぴったりの爽快感があり、この価格帯でこの品質は非常にコスパが良いと感じました。低糖質なのに味わい深く、日々の晩酌タイムが少し贅沢になりそうです。,コスパが非常に良い,,お風呂上がり,PriceValue,0.99,Please provide the comment you would like classified.,1.0
383,2025-07-07 08:58:09,40s,female,student,overseas,True,weekly,['wine' 'sake' 'highball'],sometimes,['low_sugar' 'pregnancy'],def_buy,250_299,5,妊娠中でも安心して楽しめる低糖質のノンアルビールは絶品で、夕食との相性も抜群！海外でこんな日本クオリティのものが飲めるなんて感動です♪,低糖質のノンアルビールが絶品,,夕食,CaloriesCarbs,0.95,None,1.0
384,2025-07-06 18:36:24,40s,female,company_employee,chubu,False,weekly,['wine'],first_time,['none'],def_buy,300_349,4,炭酸がもう少し強いといいけど、この価格はかなり魅力的！夕食と一緒に楽しみたい。,価格が魅力的,炭酸の強さを強化してください,夕食,PriceValue,0.99,MouthfeelCarbonation,1.0
385,2025-07-07 14:49:40,60plus,female,company_employee,kanto,True,monthly,['beer'],sometimes,['liver_care'],def_buy,300_349,4,お風呂上がりに飲みたくなる爽やかな味わいで、肝臓を気にしている私でも安心して楽しめるビールでした。,爽やかな味わいで肝臓に優しい,,お風呂上がり,Flavor,0.95,None,1.0
386,2025-07-06 17:00:26,20s,no_answer,company_employee,kyushu_okinawa,True,daily,['beer'],sometimes,['low_carb' 'low_sugar'],def_buy,300_349,4,仕事帰りにゆっくり飲みたいビールとしてぴったりです。後味がすっきりしていて飲みやすく、満足感があります。炭酸がもう少し控えめだとさらに良いかなと思いますが、このままでも十分美味しいので購入したいです。,後味がすっきり飲みやすい,炭酸の強さを抑えると更に好ましい,仕事帰り,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,0.99
387,2025-07-06 23:05:31,30s,male,self_employed,kanto,False,monthly,['beer' 'chuhai'],weekly,['low_cal' 'low_carb'],maybe,250_299,4,クラフトビールの味わいは素晴らしく満足できましたが、もう少し炭酸が強ければさらに良かったと思います。お風呂上がりにぴったりの爽快感があり、低カロリー・低糖質なのも嬉しいポイントです。価格も手頃で、また機会があれば購入したいと思います。,味わいが素晴らしい,炭酸の強さを増すことが望ましい,お風呂上がり,Flavor,0.99,MouthfeelCarbonation,1.0
388,2025-07-07 12:01:38,30s,male,company_employee,kanto,False,weekly,['highball' 'wine'],sometimes,['low_cal' 'doctor_advice'],def_buy,250_299,4,夕方の一息つく時間に、このクラフトビールは絶妙な味わいで心地よいリラックスタイムを演出してくれました。ほんの少し苦味が控えめだったら完璧だったかもしれませんが、ハイボールやワイン好きの私でも十分楽しめる風味で、この価格帯なら定期的に購入したいと思います。,絶妙な味わいでリラックスできる,苦味がやや強く、控えめにすべき,夕方,Flavor,0.99,Flavor,0.99
389,2025-07-07 01:53:06,60plus,female,company_employee,kinki,False,monthly,['cocktail' 'chuhai'],sometimes,['low_cal'],def_buy,250_299,2,味は悪くないけど、この値段はちょっと高すぎるわ。パーティーで出すにしても、もう少しリーズナブルな価格だったらいいのに。,味は悪くない,価格が高すぎる,パーティー,Flavor,0.99,PriceValue,1.0
390,2025-07-07 02:34:59,60plus,male,student,kanto,False,monthly,['cocktail'],first_time,['pregnancy' 'fitness'],def_buy,200_249,5,スポーツ後にぴったり！このパッケージ、センスが光ってますね！,パッケージのデザインが優れている,,スポーツ後,PackagingDesign,1.0,None,0
391,2025-07-07 05:24:47,40s,male,company_employee,kanto,False,monthly,['beer'],sometimes,['low_sugar'],def_buy,300_349,5,仕事の合間に飲みたくなる爽快な後味！糖質控えめなのに満足感たっぷりで、もう少しお手頃価格なら毎日の楽しみにしたいです。,爽快な後味,価格をもう少し抑えてほしい,仕事の合間,DrinkabilityAftertaste,0.99,PriceValue,0.99
392,2025-07-06 12:32:34,40s,male,company_employee,kanto,True,weekly,['cocktail'],first_time,['none'],unsure,250_299,2,クラフトビールの味は良かったのですが、全体的に期待していたほどではなく、特に夕食と合わせて飲むには少し物足りなさを感じました。価格も300円近くするなら、もう少し満足感のある飲み応えが欲しいところです。,味が良い,価格に見合う満足感が不足している,夕食,Flavor,1.0,PriceValue,0.99
393,2025-07-06 16:59:10,20s,female,student,kanto,True,weekly,['beer'],weekly,['none'],unsure,under199,5,香りが素晴らしく、パーティーシーンで友人と楽しむのにぴったりだと感じました！アロマの豊かさが特に印象的で、ビール好きとしては大満足の味わいです。炭酸がもう少し控えめだとさらに飲みやすくなるかもしれませんね。,香りが素晴らしく味わいが大満足,炭酸の強さを抑えることで飲みやすさが向上する,パーティー,Aroma,0.9,DrinkabilityAftertaste,0.95
394,2025-07-06 10:15:47,40s,female,company_employee,hokkaido_to_hoku,False,monthly,['none' 'cocktail' 'shochu'],sometimes,['none'],maybe,250_299,4,スポーツ後の爽快感とともに楽しめるクラフトビールの味わいが印象的でした。カクテルや焼酎も好きな私にとって、このビールの風味は新鮮な発見があり、月に数回の飲酒タイムが一層特別なものになりそうです。,ビールの風味が新鮮,,スポーツ後,Flavor,0.99,,1.0
395,2025-07-06 12:05:02,60plus,female,company_employee,kinki,True,monthly,['beer'],sometimes,['low_sugar'],no,250_299,4,炭酸がもう少し強くてもいいけど、後味がすっきりしていて飲みやすかったわ。パーティーなんかで出したら喜ばれそう。,後味がすっきりして飲みやすい,炭酸の強さをもう少し増やすことが望ましい,パーティー,DrinkabilityAftertaste,0.99,MouthfeelCarbonation,0.99
396,2025-07-06 21:43:49,u19,male,homemaker,hokkaido_to_hoku,True,weekly,['highball' 'cocktail' 'sake'],sometimes,['fitness' 'doctor_advice'],unsure,300_349,3,後味は良かったけど、炭酸がもう少し控えめだと運転前に飲みやすいかも。,後味が良い,炭酸の強さを抑えることが望ましい,運転前,DrinkabilityAftertaste,0.99,MouthfeelCarbonation,0.99
397,2025-07-07 14:34:33,50s,male,homemaker,kanto,False,weekly,['none' 'highball' 'shochu'],sometimes,['low_sugar'],def_buy,250_299,5,パッケージのデザインが素晴らしく、夕方リラックスタイムにぴったりの一品だけど、もう少しお手頃価格だったら毎週の楽しみにしたいな！,デザインが素晴らしい,価格を下げれば毎週利用できる,夕方,PackagingDesign,1.0,PriceValue,0.99
398,2025-07-06 21:53:15,50s,female,company_employee,kanto,False,weekly,['chuhai'],weekly,['low_carb' 'doctor_advice'],maybe,250_299,3,パッケージデザインが目を引いて良かったです。夕食時に楽しめそうな味わいでしたが、もう少しリーズナブルな価格だと嬉しいですね。低糖質で健康に気を使っている身としては選択肢が増えるのは助かります。,低糖質で健康に配慮できる,価格をより手頃に設定してほしい,夕食,CaloriesCarbs,0.99,PriceValue,1.0
399,2025-07-07 09:48:30,40s,female,homemaker,chugoku_shikoku,True,weekly,['beer'],first_time,['doctor_advice'],maybe,under199,5,初めてノンアルコールビールを試しましたが、こんなに本格的な味わいとは驚きです！普段のビールと変わらない満足感があり、ランチ休憩でも気兼ねなく楽しめるのが嬉しいです。健康に気を遣う身としては、この価格でこの品質は本当にありがたい発見でした。,本格的な味わい,,ランチ休憩,Flavor,1.0,None,1.0
400,2025-07-07 16:50:33,30s,male,homemaker,kinki,False,never,['chuhai' 'beer' 'highball'],first_time,['liver_care'],maybe,200_249,5,今回初めてノンアルコールビールを試しましたが、肝臓のケアをしている身としては、これほど本格的な味わいが楽しめるとは驚きでした！パーティーシーンでも違和感なく楽しめる風味と深みがあり、アルコールが入っていないとは思えないクオリティの高さに感動しました。価格がもう少し手頃になれば、もっと気軽に購入できるのになと思います。,本格的な味わいと深みがある,価格を手頃に設定すれば購入が容易になる,パーティー,Flavor,0.99,PriceValue,1.0
401,2025-07-07 15:10:26,50s,male,self_employed,kanto,True,monthly,['chuhai' 'cocktail' 'beer'],first_time,['fitness'],unsure,300_349,5,仕事の合間にこんなカロリー控えめのノンアルが飲めるなんて最高！もう少し苦味が効いていたら完璧だけど、これはこれで爽快感あってすごく美味しかったです！,カロリー控えめで爽快感がある,苦味をもう少し強くすれば完璧です,仕事の合間,CaloriesCarbs,0.95,Flavor,0.99
402,2025-07-07 17:11:39,30s,male,student,overseas,True,monthly,['wine' 'highball' 'chuhai'],weekly,['none'],def_buy,250_299,5,後味が最高で運転中でも安心して楽しめる、このクオリティで300円以下なら絶対買います！,後味が最高,,運転中,DrinkabilityAftertaste,1.0,,1.0
403,2025-07-06 21:46:31,40s,female,other,kinki,False,monthly,['chuhai'],sometimes,['low_sugar'],no,250_299,3,香りは良かったけど、運転時に飲みたいノンアルとしては価格が高めで、もう少し安ければ購入を検討したかも。,香りが良い,価格が高く価格低減が必要,運転前,Aroma,1.0,PriceValue,1.0
404,2025-07-06 15:22:26,30s,other,company_employee,chubu,False,daily,['beer' 'wine'],sometimes,['fitness' 'low_cal'],maybe,200_249,4,香りが特に素晴らしく、お風呂上がりに楽しむのにぴったりだと感じました。炭酸がもう少し控えめだと個人的には嬉しいですが、全体的な満足度は高いです。この価格帯で購入を検討したいと思います。,香りが素晴らしい,炭酸の強さを抑えてほしい,お風呂上がり,Aroma,0.99,MouthfeelCarbonation,0.99
405,2025-07-07 14:14:52,40s,female,homemaker,chubu,True,monthly,['chuhai' 'wine'],sometimes,['none'],maybe,250_299,5,夕食と一緒に楽しむのにぴったりな味わいで、特に後味の爽やかさが素晴らしかったです。ワインやチューハイとはまた違った風味を楽しめて、月に一度の贅沢として取り入れたいと思いました。この価格帯でこの品質は嬉しい発見です！,後味の爽やかさが素晴らしい,改善点は特に見当たらない,夕食,DrinkabilityAftertaste,0.99,None,1.0
406,2025-07-06 19:57:57,40s,male,company_employee,chubu,True,never,['chuhai' 'beer'],sometimes,['low_sugar'],unsure,250_299,4,普段はお酒を飲まない身ですが、このノンアルコールクラフトビールは味わいがしっかりしていて驚きました。夕方にリラックスしたい時に、糖質を気にせず楽しめるのが嬉しいポイントです。価格が250〜299円程度なら時々は手に取ってみたいと思います。,味わいがしっかりして糖質を気にせず楽しめる,価格が低価格帯であれば購入頻度が向上する,夕方,Flavor,0.7,PriceValue,0.99
407,2025-07-06 14:31:04,40s,male,company_employee,chubu,False,monthly,['chuhai'],sometimes,['none'],def_buy,200_249,5,お風呂上がりに飲みたい最高の一杯！苦味がもう少し欲しいけど、このクラフトビールの味わいは格別で、200円台なら絶対リピートします！,味わいは格別,苦味の強化が望まれる,お風呂上がり,Flavor,0.99,Flavor,0.99
408,2025-07-07 05:49:19,20s,other,company_employee,chubu,False,daily,['chuhai' 'wine'],weekly,['low_cal' 'low_sugar'],unsure,200_249,4,後味がスッキリしていて食事に合いそう。もう少し苦みが抑えめだと嬉しいかも。,後味がスッキリしている,苦味を抑えると望ましい,食事,DrinkabilityAftertaste,0.99,Flavor,0.99
409,2025-07-06 14:53:10,40s,male,company_employee,kanto,True,weekly,['beer' 'cocktail'],first_time,['low_cal' 'fitness'],maybe,200_249,5,仕事の合間にリフレッシュできる最高の味わい！カロリー控えめなのに本格的な味で大満足、もう少しリーズナブルだったら毎週買いたいくらい！,本格的な味で大満足,価格をもう少し抑えてほしい,仕事の合間,Flavor,0.99,PriceValue,1.0
410,2025-07-07 09:55:55,40s,male,homemaker,kanto,True,weekly,['beer' 'cocktail'],weekly,['none'],unsure,200_249,5,夕食時に楽しめる味わい深さが素晴らしく、クラフトビールの奥深さを再発見できました！苦みがもう少し控えめだったら個人的には完璧だったかも。この価格帯でこれだけの満足感が得られるのは嬉しい驚きです。,味わい深さが素晴らしい,苦味を抑えてほしい,夕食,Flavor,0.99,Flavor,1.0
411,2025-07-06 19:57:47,u19,male,company_employee,overseas,False,daily,['highball'],weekly,['low_carb' 'low_cal'],no,200_249,4,バーベキューの際に飲みたくなるような爽やかな味わいで、ハイボール好きの私にも満足感がありました。炭酸がもう少し控えめだとさらに良いかもしれませんが、全体的には美味しくいただけました。,爽やかな味わい,炭酸の強さを抑えると更に好ましい,バーベキュー,Flavor,0.99,MouthfeelCarbonation,0.99
